transaction_id,customer_id,transaction_date,transaction_time,merchant,transaction_amount,location,payment_method,account_age_days,fraud_flag
T002627,C0049,2026-03-05,17:51,CVS,228.18,Marietta GA,Debit Card,408,0
T002628,C0008,2026-01-22,19:10,PetSmart,13.99,Atlanta GA,Credit Card,1395,0
T002629,C0002,2026-03-26,08:09,Target,52.57,Miami FL,Debit Card,659,0
T002630,C0010,2026-02-25,18:29,Amazon,377.19,Miami FL,Credit Card,1119,0
T002631,C0073,2026-03-08,21:13,PetSmart,285.37,Savannah GA,Credit Card,181,0
T002632,C0022,2026-03-19,11:08,Best Buy,119.51,Savannah GA,Debit Card,926,0
T002633,C0084,2026-02-13,22:34,Best Buy,232.89,Charlotte NC,Credit Card,1303,0
T002634,C0061,2026-03-23,12:40,Home Depot,122.43,Savannah GA,Debit Card,1432,0
T002635,C0074,2026-03-22,18:21,Shell,303.3,Marietta GA,Credit Card,662,0
T002636,C0025,2026-01-16,10:02,Walmart,94.94,Miami FL,Debit Card,354,0
T002637,C0016,2026-02-14,21:51,CVS,421.87,Atlanta GA,Debit Card,804,0
T002638,C0035,2026-02-06,21:00,Shell,400.77,Miami FL,Debit Card,1486,0
T002639,C0007,2026-03-01,18:19,Walmart,484.24,Marietta GA,Debit Card,663,0
T002640,C0070,2026-02-27,20:59,Best Buy,152.38,Savannah GA,Debit Card,663,0
T002641,C0012,2026-02-24,07:16,Best Buy,445.81,Marietta GA,Debit Card,1786,0
T002642,C0043,2026-02-10,13:30,Walmart,125.91,Atlanta GA,Debit Card,437,0
T002643,C0005,2026-03-14,19:39,CVS,487.65,Charlotte NC,Debit Card,411,0
T002644,C0060,2026-03-14,17:08,PetSmart,441.95,Atlanta GA,Credit Card,1195,0
T002645,C0090,2026-03-30,17:37,Best Buy,106.91,Marietta GA,Debit Card,984,0
T002646,C0093,2026-01-21,22:10,Walmart,178.13,Marietta GA,Debit Card,977,0
T002647,C0053,2026-01-11,16:39,Amazon,121.21,Savannah GA,Debit Card,623,0
T002648,C0068,2026-02-14,15:26,CVS,307.8,Miami FL,Debit Card,1376,0
T002649,C0056,2026-02-07,13:19,Amazon,378.09,Jonesboro GA,Debit Card,1482,0
T002650,C0033,2026-03-19,13:48,Target,200.78,Jonesboro GA,Credit Card,1274,0
T002651,C0032,2026-03-15,14:56,Shell,146.12,Jonesboro GA,Debit Card,869,0
T002652,C0034,2026-01-07,16:32,Walmart,77.32,Miami FL,Credit Card,890,0
T002653,C0017,2026-01-28,23:41,CVS,363.16,Charlotte NC,Debit Card,1608,0
T002654,C0067,2026-01-14,06:57,CVS,128.34,Jonesboro GA,Credit Card,1586,0
T002655,C0074,2026-01-15,21:48,PetSmart,347.18,Marietta GA,Credit Card,118,0
T002656,C0062,2026-03-22,19:23,Publix,100.39,Jonesboro GA,Debit Card,719,0
T002657,C0061,2026-01-02,07:19,CVS,23.46,Marietta GA,Credit Card,599,0
T002658,C0073,2026-01-19,13:36,Best Buy,464.81,Jonesboro GA,Debit Card,141,0
T002659,C0004,2026-01-15,12:46,Starbucks,57.78,Charlotte NC,Debit Card,1799,0
T002660,C0060,2026-03-18,18:12,Publix,266.74,Savannah GA,Debit Card,707,0
T002661,C0075,2026-03-13,19:51,Publix,482.1,Charlotte NC,Debit Card,191,0
T002662,C0074,2026-02-16,23:19,CVS,134.24,Marietta GA,Credit Card,417,0
T002663,C0034,2026-01-10,13:59,Publix,114.54,Savannah GA,Debit Card,1140,0
T002664,C0071,2026-01-24,12:53,Publix,151.83,Atlanta GA,Credit Card,864,0
T002665,C0021,2026-02-28,15:11,Starbucks,101.48,Atlanta GA,Credit Card,572,0
T002666,C0053,2026-01-30,20:45,Amazon,14.26,Charlotte NC,Credit Card,1216,0
T002667,C0054,2026-03-11,06:02,Home Depot,391.81,Charlotte NC,Debit Card,1160,0
T002668,C0084,2026-02-05,18:48,Publix,286.7,Charlotte NC,Credit Card,1223,0
T002669,C0007,2026-03-04,20:56,Starbucks,325.08,Charlotte NC,Credit Card,615,0
T002670,C0009,2026-02-08,12:53,PetSmart,496.81,Jonesboro GA,Credit Card,682,0
T002671,C0008,2026-01-21,11:52,Starbucks,473.89,Marietta GA,Debit Card,1175,0
T002672,C0079,2026-02-27,16:46,Shell,172.48,Savannah GA,Debit Card,1816,0
T002673,C0097,2026-01-20,13:00,Starbucks,71.07,Marietta GA,Credit Card,309,0
T002674,C0003,2026-01-14,12:13,Starbucks,288.94,Jonesboro GA,Debit Card,1827,0
T002675,C0002,2026-02-22,20:28,Amazon,102.65,Atlanta GA,Credit Card,168,0
T002676,C0094,2026-02-16,06:28,Target,392.74,Charlotte NC,Debit Card,1782,0
T002677,C0055,2026-02-10,13:57,Starbucks,376.7,Savannah GA,Debit Card,1562,0
T002678,C0008,2026-01-11,11:58,Starbucks,109.25,Jonesboro GA,Debit Card,502,0
T002679,C0095,2026-01-22,13:01,CVS,408.95,Miami FL,Debit Card,473,0
T002680,C0035,2026-02-28,08:51,Starbucks,272.39,Atlanta GA,Credit Card,1220,0
T002681,C0095,2026-01-21,10:18,Walmart,360.26,Atlanta GA,Debit Card,136,0
T002682,C0048,2026-02-03,23:29,Walmart,458.56,Savannah GA,Debit Card,1524,0
T002683,C0100,2026-02-03,19:06,Target,163.95,Savannah GA,Debit Card,1304,0
T002684,C0077,2026-03-23,23:14,Starbucks,196.23,Jonesboro GA,Credit Card,1129,0
T002685,C0057,2026-02-13,22:55,Starbucks,316.32,Charlotte NC,Debit Card,1936,0
T002686,C0009,2026-03-16,16:24,Starbucks,301.4,Marietta GA,Debit Card,837,0
T002687,C0098,2026-01-19,13:31,Home Depot,457.85,Jonesboro GA,Debit Card,540,0
T002688,C0081,2026-01-13,10:05,Amazon,398.24,Savannah GA,Credit Card,206,0
T002689,C0007,2026-01-06,13:44,Target,483.18,Miami FL,Debit Card,739,0
T002690,C0089,2026-01-10,20:54,Home Depot,336.46,Savannah GA,Credit Card,131,0
T002691,C0063,2026-01-29,10:22,Shell,399.98,Charlotte NC,Credit Card,242,0
T002692,C0076,2026-01-23,16:47,CVS,348.75,Miami FL,Debit Card,1844,0
T002693,C0098,2026-01-19,21:24,Target,90.47,Savannah GA,Credit Card,1562,0
T002694,C0033,2026-01-03,17:54,Amazon,94.99,Marietta GA,Debit Card,622,0
T002695,C0020,2026-03-28,16:43,Starbucks,92.19,Atlanta GA,Debit Card,1690,0
T002696,C0034,2026-01-25,12:47,CVS,425.75,Charlotte NC,Debit Card,1537,0
T002697,C0001,2026-02-07,15:28,Home Depot,488.2,Marietta GA,Credit Card,1826,0
T002698,C0003,2026-03-16,16:00,Shell,256.74,Miami FL,Debit Card,584,0
T002699,C0060,2026-03-20,18:49,Walmart,430.79,Marietta GA,Credit Card,1069,0
T002700,C0088,2026-03-29,20:31,Publix,98.79,Atlanta GA,Debit Card,557,0
T002701,C0080,2026-01-27,11:56,Starbucks,319.16,Savannah GA,Debit Card,1254,0
T002702,C0095,2026-02-27,21:30,Publix,137.66,Savannah GA,Credit Card,683,0
T002703,C0022,2026-01-11,18:22,Starbucks,13.68,Jonesboro GA,Credit Card,1141,0
T002704,C0011,2026-02-17,11:09,Starbucks,18.75,Miami FL,Credit Card,1243,0
T002705,C0037,2026-02-22,12:02,Target,462.41,Atlanta GA,Debit Card,340,0
T002706,C0076,2026-02-01,20:42,Publix,120.13,Jonesboro GA,Debit Card,1504,0
T002707,C0020,2026-01-24,07:27,Best Buy,333.72,Marietta GA,Debit Card,802,0
T002708,C0010,2026-01-04,23:21,Publix,313.63,Charlotte NC,Debit Card,228,0
T002709,C0025,2026-03-10,07:02,Amazon,115.4,Charlotte NC,Credit Card,588,0
T002710,C0074,2026-03-24,08:11,Home Depot,36.8,Marietta GA,Credit Card,1771,0
T002711,C0020,2026-02-07,22:42,Target,189.2,Marietta GA,Credit Card,1897,0
T002712,C0015,2026-03-11,19:34,Publix,435.52,Miami FL,Credit Card,1052,0
T002713,C0052,2026-01-15,22:20,Shell,382.97,Atlanta GA,Credit Card,566,0
T002714,C0072,2026-02-09,10:53,Home Depot,158.11,Atlanta GA,Debit Card,1743,0
T002715,C0087,2026-03-06,21:28,Walmart,92.94,Atlanta GA,Debit Card,1337,0
T002716,C0068,2026-02-19,18:18,PetSmart,262.79,Marietta GA,Debit Card,1966,0
T002717,C0052,2026-01-17,12:18,Shell,299.92,Charlotte NC,Credit Card,1378,0
T002718,C0024,2026-02-25,10:11,Target,358.86,Miami FL,Credit Card,183,0
T002719,C0025,2026-01-06,15:10,Starbucks,346.64,Atlanta GA,Debit Card,1282,0
T002720,C0033,2026-03-04,22:58,Home Depot,144.3,Marietta GA,Credit Card,1832,0
T002721,C0073,2026-02-27,10:52,Target,432.04,Atlanta GA,Debit Card,1587,0
T002722,C0053,2026-03-09,09:41,CVS,289.81,Miami FL,Debit Card,359,0
T002723,C0066,2026-02-25,19:26,Amazon,33.22,Atlanta GA,Credit Card,72,0
T002724,C0095,2026-02-14,12:47,Starbucks,35.88,Charlotte NC,Credit Card,360,0
T002725,C0070,2026-01-13,06:20,Publix,98.33,Marietta GA,Debit Card,1323,0
T002726,C0006,2026-03-09,13:35,Publix,125.91,Marietta GA,Debit Card,1483,0
T002727,C0001,2026-03-20,11:42,Publix,462.83,Miami FL,Credit Card,1624,0
T002728,C0073,2026-03-10,19:10,CVS,228.3,Atlanta GA,Credit Card,1714,0
T002729,C0059,2026-03-13,12:56,Best Buy,92.77,Marietta GA,Credit Card,1816,0
T002730,C0065,2026-03-03,19:57,CVS,111.17,Savannah GA,Credit Card,1559,0
T002731,C0011,2026-03-11,18:11,Home Depot,442.22,Jonesboro GA,Credit Card,844,0
T002732,C0059,2026-01-14,06:04,Target,278.31,Marietta GA,Debit Card,418,0
T002733,C0020,2026-03-19,10:06,Home Depot,450.53,Marietta GA,Credit Card,1408,0
T002734,C0070,2026-01-24,20:47,Home Depot,177.92,Charlotte NC,Credit Card,1258,0
T002735,C0094,2026-03-31,06:25,Target,166.06,Miami FL,Debit Card,1981,0
T002736,C0062,2026-02-24,17:52,PetSmart,327.07,Savannah GA,Credit Card,1221,0
T002737,C0022,2026-02-04,13:49,Walmart,428.87,Charlotte NC,Credit Card,183,0
T002738,C0080,2026-01-15,20:58,Starbucks,478.48,Savannah GA,Debit Card,1060,0
T002739,C0089,2026-03-10,13:34,Target,291.88,Jonesboro GA,Debit Card,1448,0
T002740,C0039,2026-03-28,06:45,Publix,93.21,Charlotte NC,Debit Card,1713,0
T002741,C0094,2026-03-31,18:34,Starbucks,191.55,Charlotte NC,Debit Card,817,0
T002742,C0098,2026-01-13,10:20,Starbucks,289.5,Miami FL,Debit Card,947,0
T002743,C0027,2026-01-29,14:42,Shell,175.0,Miami FL,Credit Card,921,0
T002744,C0081,2026-03-16,06:28,Walmart,443.86,Savannah GA,Debit Card,579,0
T002745,C0081,2026-02-08,08:48,PetSmart,214.41,Marietta GA,Debit Card,926,0
T002746,C0074,2026-01-01,23:50,CVS,15.69,Savannah GA,Debit Card,1249,0
T002747,C0059,2026-02-15,15:25,Shell,131.18,Charlotte NC,Debit Card,594,0
T002748,C0010,2026-03-01,13:18,Home Depot,60.71,Marietta GA,Debit Card,1748,0
T002749,C0059,2026-03-16,23:51,Home Depot,107.1,Charlotte NC,Debit Card,1122,0
T002750,C0014,2026-02-10,06:50,Best Buy,136.28,Jonesboro GA,Credit Card,1268,0
T002751,C0022,2026-01-22,09:53,Home Depot,166.7,Savannah GA,Credit Card,1847,0
T002752,C0005,2026-01-06,18:25,Starbucks,480.78,Savannah GA,Credit Card,623,0
T002753,C0071,2026-01-23,14:34,CVS,420.73,Atlanta GA,Credit Card,1737,0
T002754,C0033,2026-01-01,23:56,Publix,386.24,Miami FL,Credit Card,1135,0
T002755,C0074,2026-02-09,23:35,Home Depot,168.29,Marietta GA,Credit Card,515,0
T002756,C0080,2026-01-14,23:22,CVS,134.65,Charlotte NC,Debit Card,881,0
T002757,C0031,2026-01-02,07:00,Walmart,395.21,Marietta GA,Debit Card,465,0
T002758,C0006,2026-02-21,09:37,Publix,381.09,Charlotte NC,Debit Card,1849,0
T002759,C0100,2026-02-15,18:18,CVS,13.56,Jonesboro GA,Credit Card,228,0
T002760,C0072,2026-03-11,15:27,Shell,413.61,Miami FL,Credit Card,949,0
T002761,C0073,2026-01-03,09:33,Walmart,457.42,Miami FL,Debit Card,996,0
T002762,C0021,2026-03-22,12:27,Best Buy,20.46,Charlotte NC,Credit Card,792,0
T002763,C0089,2026-02-07,15:16,Target,139.33,Atlanta GA,Credit Card,299,0
T002764,C0077,2026-03-27,16:27,CVS,244.55,Atlanta GA,Debit Card,1174,0
T002765,C0052,2026-02-18,10:50,Publix,470.3,Marietta GA,Debit Card,1623,0
T002766,C0017,2026-02-25,21:08,Target,307.58,Jonesboro GA,Debit Card,675,0
T002767,C0055,2026-01-02,16:15,Starbucks,66.82,Marietta GA,Credit Card,471,0
T002768,C0082,2026-02-09,21:57,Shell,133.02,Savannah GA,Credit Card,826,0
T002769,C0039,2026-01-29,19:20,Home Depot,189.32,Jonesboro GA,Debit Card,379,0
T002770,C0013,2026-03-04,08:08,Amazon,159.71,Miami FL,Credit Card,618,0
T002771,C0043,2026-03-18,07:00,Publix,87.28,Marietta GA,Credit Card,1547,0
T002772,C0032,2026-01-09,21:15,Best Buy,473.52,Marietta GA,Credit Card,1920,0
T002773,C0100,2026-02-24,14:34,Starbucks,249.85,Charlotte NC,Debit Card,1345,0
T002774,C0070,2026-03-28,16:35,Amazon,280.06,Miami FL,Debit Card,695,0
T002775,C0022,2026-02-14,10:45,Starbucks,89.3,Miami FL,Debit Card,1789,0
T002776,C0041,2026-02-11,21:23,Target,488.86,Savannah GA,Credit Card,1289,0
T002777,C0011,2026-01-07,22:54,PetSmart,171.31,Atlanta GA,Credit Card,1334,0
T002778,C0007,2026-02-28,15:17,Publix,132.87,Jonesboro GA,Credit Card,995,0
T002779,C0030,2026-01-19,15:28,Publix,181.53,Charlotte NC,Credit Card,1819,0
T002780,C0068,2026-03-16,15:44,Shell,63.95,Atlanta GA,Debit Card,1680,0
T002781,C0074,2026-03-19,12:02,PetSmart,148.25,Marietta GA,Debit Card,712,0
T002782,C0030,2026-01-16,22:13,PetSmart,115.01,Miami FL,Credit Card,892,0
T002783,C0011,2026-03-24,22:58,Target,123.62,Charlotte NC,Credit Card,1260,0
T002784,C0024,2026-01-23,23:04,Best Buy,255.48,Atlanta GA,Debit Card,752,0
T002785,C0023,2026-02-06,23:27,PetSmart,102.17,Miami FL,Debit Card,406,0
T002786,C0041,2026-03-30,15:26,Target,65.5,Jonesboro GA,Credit Card,699,0
T002787,C0085,2026-03-07,07:06,Amazon,243.9,Jonesboro GA,Credit Card,1078,0
T002788,C0073,2026-01-25,15:17,Target,344.35,Jonesboro GA,Debit Card,1810,0
T002789,C0049,2026-02-18,11:37,PetSmart,224.13,Atlanta GA,Debit Card,1686,0
T002790,C0051,2026-02-20,10:37,CVS,116.12,Atlanta GA,Debit Card,1268,0
T002791,C0074,2026-02-13,07:39,Shell,134.69,Savannah GA,Debit Card,1233,0
T002792,C0074,2026-03-10,23:21,CVS,60.52,Atlanta GA,Credit Card,1012,0
T002793,C0030,2026-03-29,16:10,CVS,417.17,Atlanta GA,Credit Card,224,0
T002794,C0091,2026-02-07,15:10,Target,333.47,Miami FL,Debit Card,1362,0
T002795,C0038,2026-03-27,20:37,Best Buy,311.53,Jonesboro GA,Debit Card,789,0
T002796,C0057,2026-03-04,16:40,Starbucks,412.82,Miami FL,Debit Card,1484,0
T002797,C0074,2026-01-15,07:11,Publix,473.0,Miami FL,Credit Card,323,0
T002798,C0010,2026-03-19,08:52,PetSmart,366.91,Charlotte NC,Debit Card,311,0
T002799,C0039,2026-02-27,08:29,Home Depot,321.45,Miami FL,Credit Card,59,0
T002800,C0043,2026-02-03,16:51,CVS,458.37,Miami FL,Debit Card,232,0
T002801,C0035,2026-01-21,22:25,Amazon,381.47,Savannah GA,Debit Card,1101,0
T002802,C0014,2026-01-27,22:32,Target,320.91,Marietta GA,Credit Card,729,0
T002803,C0097,2026-03-15,13:39,Best Buy,388.8,Miami FL,Credit Card,1036,0
T002804,C0069,2026-01-03,11:53,Target,290.34,Jonesboro GA,Debit Card,245,0
T002805,C0057,2026-01-19,23:55,PetSmart,188.35,Miami FL,Credit Card,900,0
T002806,C0055,2026-02-17,08:40,CVS,412.44,Marietta GA,Credit Card,1727,0
T002807,C0085,2026-03-01,06:49,Publix,378.5,Charlotte NC,Credit Card,1742,0
T002808,C0086,2026-01-03,09:07,Publix,338.3,Marietta GA,Credit Card,1208,0
T002809,C0031,2026-03-10,10:54,CVS,128.07,Atlanta GA,Credit Card,1204,0
T002810,C0061,2026-02-01,19:02,Shell,178.03,Marietta GA,Debit Card,1205,0
T002811,C0008,2026-01-16,07:18,Home Depot,428.51,Jonesboro GA,Credit Card,701,0
T002812,C0008,2026-01-27,18:04,Starbucks,358.74,Jonesboro GA,Credit Card,1885,0
T002813,C0044,2026-02-21,10:58,Home Depot,192.66,Savannah GA,Credit Card,930,0
T002814,C0011,2026-03-18,18:36,Amazon,257.28,Charlotte NC,Debit Card,532,0
T002815,C0027,2026-03-22,16:34,Publix,353.64,Marietta GA,Credit Card,688,0
T002816,C0097,2026-02-07,20:42,Best Buy,318.27,Atlanta GA,Debit Card,534,0
T002817,C0012,2026-03-04,11:22,Publix,123.51,Savannah GA,Debit Card,740,0
T002818,C0015,2026-03-28,07:42,Target,126.82,Savannah GA,Debit Card,304,0
T002819,C0066,2026-01-04,11:34,Amazon,94.95,Savannah GA,Debit Card,1247,0
T002820,C0054,2026-02-01,15:11,Best Buy,174.84,Savannah GA,Credit Card,1097,0
T002821,C0011,2026-03-29,19:04,Best Buy,39.0,Jonesboro GA,Debit Card,101,0
T002822,C0014,2026-02-11,12:21,CVS,479.66,Charlotte NC,Debit Card,1126,0
T002823,C0082,2026-02-17,09:02,Shell,26.21,Savannah GA,Debit Card,416,0
T002824,C0086,2026-01-28,06:16,Home Depot,72.01,Miami FL,Credit Card,322,0
T002825,C0063,2026-03-07,09:16,Best Buy,71.49,Marietta GA,Debit Card,1327,0
T002826,C0034,2026-03-16,13:37,Shell,266.79,Savannah GA,Credit Card,679,0
T002827,C0028,2026-01-06,19:31,Walmart,289.69,Miami FL,Debit Card,853,0
T002828,C0034,2026-01-23,22:34,CVS,286.99,Charlotte NC,Credit Card,1593,0
T002829,C0036,2026-02-10,17:07,CVS,383.8,Miami FL,Debit Card,1782,0
T002830,C0091,2026-03-04,09:29,Amazon,72.21,Jonesboro GA,Debit Card,574,0
T002831,C0026,2026-03-13,09:50,Walmart,403.99,Charlotte NC,Debit Card,246,0
T002832,C0097,2026-01-27,22:48,Best Buy,105.53,Jonesboro GA,Credit Card,1100,0
T002833,C0009,2026-02-26,17:32,Home Depot,276.45,Savannah GA,Credit Card,485,0
T002834,C0094,2026-03-02,20:00,Amazon,145.56,Marietta GA,Debit Card,1728,0
T002835,C0033,2026-03-21,09:22,Target,304.5,Marietta GA,Credit Card,425,0
T002836,C0066,2026-02-20,10:22,Best Buy,274.75,Atlanta GA,Credit Card,571,0
T002837,C0022,2026-01-22,13:57,Walmart,329.33,Jonesboro GA,Credit Card,204,0
T002838,C0079,2026-01-18,06:17,Walmart,227.85,Charlotte NC,Debit Card,1582,0
T002839,C0036,2026-03-05,14:06,Target,355.1,Atlanta GA,Credit Card,1187,0
T002840,C0028,2026-01-31,23:41,Starbucks,498.93,Jonesboro GA,Debit Card,184,0
T002841,C0008,2026-03-23,10:09,CVS,53.9,Savannah GA,Debit Card,1567,0
T002842,C0036,2026-03-13,21:09,Home Depot,295.75,Savannah GA,Credit Card,1554,0
T002843,C0050,2026-01-23,17:05,Shell,106.32,Miami FL,Debit Card,1045,0
T002844,C0039,2026-03-30,12:11,Starbucks,11.92,Marietta GA,Debit Card,888,0
T002845,C0013,2026-02-09,18:33,Target,22.55,Miami FL,Credit Card,913,0
T002846,C0013,2026-01-20,23:25,Best Buy,240.07,Marietta GA,Credit Card,948,0
T002847,C0089,2026-01-05,16:49,Starbucks,390.62,Atlanta GA,Credit Card,1652,0
T002848,C0031,2026-02-16,12:26,Best Buy,39.69,Savannah GA,Credit Card,1992,0
T002849,C0070,2026-03-02,16:01,CVS,172.79,Atlanta GA,Credit Card,152,0
T002850,C0013,2026-03-14,06:01,PetSmart,170.1,Marietta GA,Credit Card,1665,0
T002851,C0060,2026-01-05,20:10,Amazon,49.29,Miami FL,Debit Card,358,0
T002852,C0012,2026-03-07,21:56,Target,285.35,Marietta GA,Debit Card,184,0
T002853,C0084,2026-01-04,14:20,Best Buy,96.89,Savannah GA,Credit Card,1812,0
T002854,C0091,2026-03-05,09:36,Shell,397.21,Charlotte NC,Debit Card,372,0
T002855,C0071,2026-02-09,13:26,Target,230.12,Savannah GA,Credit Card,140,0
T002856,C0019,2026-01-17,11:23,Amazon,429.13,Jonesboro GA,Debit Card,325,0
T002857,C0012,2026-01-28,14:48,Best Buy,174.45,Atlanta GA,Credit Card,198,0
T002858,C0019,2026-02-27,21:56,Walmart,156.02,Miami FL,Debit Card,399,0
T002859,C0049,2026-02-23,17:20,CVS,338.83,Atlanta GA,Credit Card,223,0
T002860,C0029,2026-03-01,15:46,Starbucks,44.06,Savannah GA,Debit Card,1171,0
T002861,C0004,2026-02-15,23:22,Starbucks,414.44,Jonesboro GA,Debit Card,259,0
T002862,C0049,2026-03-27,09:20,Walmart,57.62,Marietta GA,Credit Card,1986,0
T002863,C0069,2026-03-11,18:48,CVS,403.68,Atlanta GA,Credit Card,1469,0
T002864,C0037,2026-03-13,19:50,CVS,131.37,Miami FL,Debit Card,1829,0
T002865,C0066,2026-01-08,06:32,Best Buy,234.49,Marietta GA,Credit Card,1106,0
T002866,C0035,2026-01-30,20:52,Shell,16.7,Savannah GA,Debit Card,1376,0
T002867,C0072,2026-03-04,15:39,Target,288.08,Miami FL,Credit Card,1763,0
T002868,C0073,2026-01-07,18:36,Starbucks,153.88,Atlanta GA,Debit Card,1539,0
T002869,C0093,2026-03-22,10:53,Home Depot,305.93,Marietta GA,Debit Card,434,0
T002870,C0042,2026-02-04,20:02,Amazon,257.38,Jonesboro GA,Debit Card,1062,0
T002871,C0021,2026-02-25,11:09,Target,162.69,Marietta GA,Debit Card,1493,0
T002872,C0002,2026-03-04,10:55,Starbucks,103.65,Atlanta GA,Credit Card,59,0
T002873,C0046,2026-01-01,07:01,Publix,381.87,Atlanta GA,Credit Card,67,0
T002874,C0071,2026-02-21,20:15,Home Depot,397.67,Savannah GA,Credit Card,1245,0
T002875,C0015,2026-03-15,08:07,CVS,260.5,Atlanta GA,Credit Card,546,0
T002876,C0016,2026-01-12,18:36,Best Buy,291.92,Atlanta GA,Credit Card,1572,0
T002877,C0095,2026-01-26,20:47,Starbucks,344.33,Marietta GA,Credit Card,1733,0
T002878,C0075,2026-03-21,07:24,Home Depot,371.31,Miami FL,Debit Card,48,0
T002879,C0070,2026-03-12,19:30,Publix,471.69,Jonesboro GA,Credit Card,558,0
T002880,C0050,2026-03-18,22:17,Amazon,16.41,Atlanta GA,Credit Card,1431,0
T002881,C0029,2026-02-01,20:05,Amazon,445.71,Savannah GA,Credit Card,1933,0
T002882,C0013,2026-03-19,23:41,Home Depot,50.77,Atlanta GA,Debit Card,786,0
T002883,C0089,2026-02-09,10:01,Shell,380.82,Jonesboro GA,Credit Card,417,0
T002884,C0082,2026-01-27,16:48,Shell,38.86,Charlotte NC,Credit Card,519,0
T002885,C0036,2026-02-18,14:18,Best Buy,226.01,Savannah GA,Credit Card,1221,0
T002886,C0091,2026-01-07,09:03,Shell,223.6,Savannah GA,Debit Card,1157,0
T002887,C0018,2026-03-11,08:44,Shell,406.01,Charlotte NC,Credit Card,1068,0
T002888,C0020,2026-03-18,15:00,Starbucks,259.1,Charlotte NC,Credit Card,335,0
T002889,C0051,2026-01-09,21:16,Starbucks,252.89,Atlanta GA,Debit Card,1440,0
T002890,C0042,2026-02-15,12:26,Starbucks,395.89,Savannah GA,Credit Card,668,0
T002891,C0021,2026-02-07,08:10,Amazon,13.61,Jonesboro GA,Debit Card,1299,0
T002892,C0013,2026-01-15,19:04,Home Depot,58.06,Marietta GA,Debit Card,1316,0
T002893,C0023,2026-02-20,09:56,Publix,147.0,Jonesboro GA,Credit Card,94,0
T002894,C0008,2026-02-03,19:26,PetSmart,113.44,Miami FL,Credit Card,78,0
T002895,C0007,2026-02-28,08:01,Target,263.57,Marietta GA,Credit Card,213,0
T002896,C0093,2026-03-22,19:04,Starbucks,286.06,Marietta GA,Credit Card,748,0
T002897,C0012,2026-02-17,06:31,Starbucks,473.52,Atlanta GA,Debit Card,1536,0
T002898,C0055,2026-02-03,15:24,Best Buy,478.08,Jonesboro GA,Credit Card,1515,0
T002899,C0006,2026-02-26,19:14,Shell,447.45,Charlotte NC,Credit Card,1775,0
T002900,C0082,2026-01-12,16:15,Shell,58.0,Savannah GA,Credit Card,44,0
T002901,C0047,2026-02-09,21:54,PetSmart,482.2,Charlotte NC,Credit Card,334,0
T002902,C0034,2026-02-22,23:10,Amazon,46.12,Jonesboro GA,Debit Card,364,0
T002903,C0041,2026-03-27,11:25,Target,413.89,Charlotte NC,Credit Card,957,0
T002904,C0001,2026-02-19,17:59,Home Depot,353.28,Savannah GA,Debit Card,1461,0
T002905,C0052,2026-03-21,20:56,Starbucks,491.86,Marietta GA,Debit Card,867,0
T002906,C0070,2026-02-07,21:29,PetSmart,396.1,Miami FL,Debit Card,1729,0
T002907,C0011,2026-02-16,06:02,Starbucks,321.36,Miami FL,Credit Card,875,0
T002908,C0014,2026-01-19,10:15,Home Depot,496.74,Jonesboro GA,Debit Card,671,0
T002909,C0035,2026-02-23,18:35,Amazon,157.08,Jonesboro GA,Credit Card,342,0
T002910,C0015,2026-02-25,14:38,Starbucks,396.36,Atlanta GA,Debit Card,1541,0
T002911,C0097,2026-01-23,06:25,Publix,132.11,Marietta GA,Debit Card,1381,0
T002912,C0089,2026-01-13,21:49,Shell,384.38,Jonesboro GA,Credit Card,430,0
T002913,C0070,2026-01-01,19:14,Home Depot,234.48,Atlanta GA,Credit Card,658,0
T002914,C0029,2026-03-06,11:46,Publix,252.72,Charlotte NC,Debit Card,162,0
T002915,C0068,2026-02-21,18:16,Home Depot,270.74,Jonesboro GA,Debit Card,1803,0
T002916,C0100,2026-01-06,11:05,Walmart,409.2,Jonesboro GA,Credit Card,359,0
T002917,C0048,2026-01-24,13:55,Shell,45.72,Marietta GA,Debit Card,90,0
T002918,C0016,2026-03-09,19:00,Best Buy,307.59,Atlanta GA,Debit Card,1717,0
T002919,C0031,2026-03-24,22:24,PetSmart,358.2,Marietta GA,Credit Card,138,0
T002920,C0008,2026-01-26,09:38,Amazon,499.75,Marietta GA,Credit Card,944,0
T002921,C0071,2026-02-05,07:00,CVS,44.69,Miami FL,Credit Card,459,0
T002922,C0039,2026-03-30,21:47,PetSmart,57.93,Atlanta GA,Credit Card,232,0
T002923,C0076,2026-01-14,18:56,PetSmart,27.57,Charlotte NC,Debit Card,1929,0
T002924,C0020,2026-02-03,09:37,Publix,362.27,Charlotte NC,Credit Card,1357,0
T002925,C0037,2026-01-02,09:04,PetSmart,434.33,Miami FL,Debit Card,451,0
T002926,C0057,2026-01-16,06:30,Publix,267.4,Marietta GA,Debit Card,1919,0
T002927,C0022,2026-01-01,21:08,Home Depot,263.68,Miami FL,Debit Card,1626,0
T002928,C0060,2026-02-23,09:27,CVS,236.63,Atlanta GA,Credit Card,86,0
T002929,C0071,2026-01-20,10:57,Home Depot,488.09,Atlanta GA,Debit Card,445,0
T002930,C0087,2026-03-04,09:34,CVS,129.4,Miami FL,Debit Card,435,0
